Date,Hour,Offense Type,Beat,Premise,Suffix,# offenses,Address
1/5/15,17,Theft,6B60,Mall Parking Lot,-,1,12349 NORTH FWY
1/5/15,17,Aggravated Assault,6B60,"Road, Street, or Sidewalk",-,1,13549 NORTHBOROUGH DR
1/5/15,17,Auto Theft,6B60,Apartment Parking Lot,-,1,749 GREENS RD
1/5/15,21,Robbery,6B60,Convenience Store Parking Lot,-,1,1149 GREENS RD
1/8/15,15,Auto Theft,6B60,Apartment Parking Lot,-,1,1349 GREENS PKWY
1/8/15,13,Auto Theft,6B60,Apartment Parking Lot,-,1,649 SEMINAR DR
1/8/15,13,Theft,6B60,Apartment Parking Lot,-,1,16849 CITY VIEW PL
1/8/15,13,Theft,6B60,Apartment Parking Lot,-,1,17149 IMPERIAL VALLEY DR
1/8/15,7,Theft,6B60,Construction Site,-,1,649 GREENS PKWY
1/8/15,9,Robbery,6B60,Residence or House,-,1,16949 NORTHCHASE DR
1/8/15,10,Burglary,6B60,Sporting Goods or Gun Shops,-,1,12349 NORTH FWY
1/8/15,17,Theft,6B60,"Church, Synagogue, or Temple Parking Lot",-,1,749 HARVEST TIME LN
1/8/15,18,Auto Theft,6B60,Apartment Parking Lot,-,1,17049 IMPERIAL VALLEY DR
1/7/15,20,Theft,6B60,Miscellaneous Business (Non-Specific),-,1,12349 NORTH FWY
1/7/15,20,Burglary,6B60,Apartment,-,1,13349 NORTHBOROUGH DR
1/7/15,21,Robbery,6B60,Apartment Parking Lot,-,1,1349 GREENS PKWY
1/7/15,23,Robbery,6B60,Convenience Store,-,1,149 NORTH SAM HOUSTON PKWY
1/7/15,22,Robbery,6B60,"Hotel, Motel, Inn, Etc.",-,1,13049 NORTH FWY
1/8/15,5,Theft,6B60,Apartment Parking Lot,-,1,17049 IMPERIAL VALLEY DR
1/8/15,0,Burglary,6B60,Apartment,-,1,849 SEMINAR DR
1/7/15,15,Theft,6B60,Mall Parking Lot,W,1,149 GREENS RD
1/7/15,10,Auto Theft,6B60,Apartment Parking Lot,-,1,16849 CITY VIEW PL
1/10/15,18,Burglary,6B60,Apartment,-,1,1149 LANGWICK DR
1/11/15,6,Theft,6B60,Apartment,-,1,13549 NORTHBOROUGH DR
1/11/15,5,Robbery,6B60,Service or Gas Station,-,1,12049 GREENSPOINT DR
1/11/15,8,Auto Theft,6B60,Apartment Parking Lot,-,1,17049 IMPERIAL VALLEY DR
1/10/15,23,Robbery,6B60,Apartment Parking Lot,-,1,449 GREENS RD
1/10/15,14,Theft,6B60,Apartment,-,1,13049 NORTHBOROUGH DR
1/10/15,2,Auto Theft,6B60,Apartment Parking Lot,-,1,17649 WAYFOREST DR
1/10/15,6,Burglary,6B60,Apartment,-,1,1349 GREENS PKWY
1/9/15,19,Theft,6B60,"Pawn, Resale Shop, or Flea Market",-,1,249 GREENS RD
1/9/15,21,Robbery,6B60,Restaurant or Cafeteria,W,1,149 RANKIN RD
1/9/15,20,Theft,6B60,Strip Business Center Parking Lot,-,1,349 GREENS RD
1/9/15,15,Burglary,6B60,Apartment,-,1,1049 GREENS RD
1/9/15,14,Auto Theft,6B60,Apartment Parking Lot,-,1,17549 IMPERIAL VALLEY DR
1/9/15,9,Theft,6B60,Residence or House,-,1,849 GREEN PINES FOREST -
1/9/15,10,Theft,6B60,Apartment Rental Office,-,1,649 RUSHCREEK DR
1/11/15,11,Robbery,6B60,Apartment Parking Lot,-,1,13549 NORTHBOROUGH DR
1/11/15,15,Burglary,6B60,Apartment,-,1,12849 NORTHBOROUGH DR
1/14/15,9,Burglary,6B60,Vacant Building (Commercial),-,1,149 RANKIN RD
1/14/15,7,Burglary,6B60,Specialty Store (Non-Specific),-,1,749 GREENS RD
1/15/15,6,Burglary,6B60,"Other, Unknown, or Not Listed",W,1,749 GREENS RD
1/15/15,7,Auto Theft,6B60,Apartment Parking Lot,-,1,549 SEMINAR DR
1/15/15,10,Auto Theft,6B60,Hotel or Motel Parking Lot,-,1,12449 GREENSPOINT DR
1/14/15,15,Burglary,6B60,Apartment,-,1,749 GREENS RD
1/14/15,17,Theft,6B60,Residence or House,-,1,849 FOREST STAR -
1/14/15,18,Theft,6B60,Mall Parking Lot,-,1,249 GREENS RD
1/14/15,21,Aggravated Assault,6B60,Apartment,-,1,1349 GREENS PKWY
1/13/15,7,Auto Theft,6B60,"Road, Street, or Sidewalk",-,1,11249 CROWN PARK DR
1/13/15,10,Burglary,6B60,Apartment,-,1,1349 GREENS PKWY
1/12/15,22,Robbery,6B60,Apartment Parking Lot,-,1,1349 GREENS PKWY
1/12/15,1,Burglary,6B60,Apartment,-,1,17449 IMPERIAL VALLEY DR
1/12/15,4,Aggravated Assault,6B60,Apartment,-,1,13549 NORTHBOROUGH DR
1/12/15,7,Burglary,6B60,Restaurant or Cafeteria Parking Lot,-,1,749 GREENS RD
1/12/15,7,Theft,6B60,Driveway,-,1,13349 NORTHBOROUGH DR
1/12/15,8,Burglary,6B60,Apartment,-,1,17049 IMPERIAL VALLEY DR
1/12/15,8,Burglary,6B60,Construction Site,W,1,249 GREENS RD
1/11/15,18,Robbery,6B60,Miscellaneous Business (Non-Specific),W,1,249 GREENS RD
1/12/15,12,Auto Theft,6B60,Apartment Parking Lot,-,1,16949 NORTHCHASE DR
1/12/15,11,Aggravated Assault,6B60,Apartment,-,1,13049 NORTHBOROUGH DR
1/12/15,11,Burglary,6B60,Apartment,-,1,13049 NORTHBOROUGH DR
1/18/15,2,Theft,6B60,Apartment Parking Lot,-,1,16849 CITY VIEW PL
1/18/15,0,Theft,6B60,Mall Parking Lot,-,1,449 GREENSPOINT MALL -
1/18/15,3,Robbery,6B60,Apartment Parking Lot,-,1,13749 CAMBURY DR
1/18/15,3,Burglary,6B60,Apartment,-,1,17449 IMPERIAL VALLEY DR
1/18/15,10,Theft,6B60,Hotel or Motel Parking Lot,-,1,12549 NORTH FWY
1/18/15,10,Theft,6B60,Apartment Parking Lot,-,1,12849 NORTHBOROUGH DR
1/18/15,9,Theft,6B60,"Hotel, Motel, Inn, Etc.",-,1,12549 NORTH FWY
1/19/15,7,Auto Theft,6B60,Apartment Parking Lot,-,1,349 BENMAR DR
1/19/15,7,Theft,6B60,Apartment Parking Lot,-,1,1049 GREENS RD
1/18/15,16,Auto Theft,6B60,Apartment Parking Lot,-,1,13549 NORTHBOROUGH DR
1/18/15,12,Burglary,6B60,Apartment,-,1,549 GREENS RD
1/18/15,21,Robbery,6B60,Apartment Parking Lot,-,1,1349 GREENS PKWY
1/18/15,17,Theft,6B60,Bus Stop,-,1,17049 IMPERIAL VALLEY DR
1/18/15,18,Theft,6B60,Mall Parking Lot,-,1,12349 NORTH FWY
1/16/15,7,Aggravated Assault,6B60,Apartment,-,1,16949 NORTHCHASE DR
1/15/15,23,Burglary,6B60,Apartment,-,1,12849 NORTHBOROUGH DR
1/16/15,9,Burglary,6B60,Restaurant or Cafeteria,-,1,749 GREENS RD
1/16/15,10,Theft,6B60,Apartment,-,1,12649 NORTHBOROUGH DR
1/15/15,14,Burglary,6B60,Vacant Building (Commercial),W,1,149 RANKIN RD
1/15/15,15,Burglary,6B60,Residence or House,-,1,13549 FOREST GULLY -
1/17/15,8,Burglary,6B60,"Other, Unknown, or Not Listed",-,1,17549 IMPERIAL VALLEY DR
1/17/15,10,Theft,6B60,Apartment Parking Lot,-,1,13349 NORTHBOROUGH DR
1/17/15,7,Theft,6B60,,-,1,649 GREENS PKWY
1/17/15,6,Theft,6B60,Hotel or Motel Parking Lot,-,1,349 RONAN PARK PL
1/16/15,17,Burglary,6B60,"Hotel, Motel, Inn, Etc.",-,1,13049 NORTH FWY
1/16/15,17,Theft,6B60,Strip Business Center Parking Lot,-,1,149 GREENS RD
1/16/15,17,Theft,6B60,Other Parking Lot,-,1,12949 KUYKENDAHL RD
1/16/15,12,Burglary,6B60,Apartment,-,1,1349 GEARS RD
1/21/15,10,Burglary,6B60,Apartment,-,1,1149 LANGWICK DR
1/21/15,10,Burglary,6B60,Apartment Rental Office,-,1,13349 NORTHBOROUGH DR
1/21/15,14,Robbery,6B60,Miscellaneous Business (Non-Specific),W,1,449 GREENS RD
1/21/15,14,Burglary,6B60,Apartment,-,1,849 GREENS RD
1/21/15,18,Robbery,6B60,"Road, Street, or Sidewalk",-,1,13549 FOREST PINES VILLAGE LN
1/19/15,18,Theft,6B60,Mall Parking Lot,-,1,12349 NORTH FWY
1/19/15,21,Aggravated Assault,6B60,Apartment,-,1,349 BENMAR DR
1/19/15,18,Burglary,6B60,Apartment,-,1,16949 NORTHCHASE DR
1/20/15,7,Burglary,6B60,Restaurant or Cafeteria,W,1,449 GREENS RD
1/20/15,7,Robbery,6B60,Apartment Parking Lot,-,1,17149 IMPERIAL VALLEY DR
1/20/15,11,Theft,6B60,Hotel or Motel Parking Lot,-,1,13549 NORTH FWY
1/21/15,0,Rape,6B60,Apartment,-,1,1349 GREENS PKWY
1/20/15,21,Robbery,6B60,Apartment Parking Lot,-,1,12649 NORTHBOROUGH DR
1/21/15,8,Burglary,6B60,"Other, Unknown, or Not Listed",-,1,17549 IMPERIAL VALLEY DR
1/20/15,12,Theft,6B60,Other Parking Lot,-,1,749 GREENS PKWY
1/20/15,16,Theft,6B60,Other Parking Lot,-,1,149 GREENSPOINT MALL -
1/20/15,20,Theft,6B60,Apartment Parking Lot,-,1,17049 IMPERIAL VALLEY DR
1/20/15,17,Theft,6B60,Apartment,-,1,1049 GREENS RD
1/20/15,18,Burglary,6B60,Apartment,-,1,849 SEMINAR DR
1/25/15,18,Robbery,7C10,Convenience Store,-,1,4449 BUCK -
1/25/15,8,Auto Theft,7C10,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,2549 SAM WILSON -
1/22/15,17,Theft,7C10,Restaurant or Cafeteria,-,1,5349 EAST FWY
1/22/15,16,Auto Theft,7C10,Other Parking Lot,-,1,2049 BROOKS ST
1/22/15,3,Burglary,7C10,Grocery Store or Supermarket,-,1,4449 LYONS -
1/23/15,10,Burglary,7C10,Hospital,-,1,4549 LYONS -
1/23/15,6,Burglary,7C10,Warehouse,-,1,1049 LOCKWOOD DR
1/23/15,3,Theft,7C10,Apartment Parking Lot,-,1,2449 SAKOWITZ -
1/28/15,8,Theft,7C10,Convenience Store Parking Lot,-,1,2849 QUITMAN -
1/28/15,12,Burglary,7C10,Apartment,-,1,3849 LYONS -
1/27/15,23,Theft,7C10,Apartment Parking Lot,-,1,1549 GREGG -
1/28/15,1,Robbery,7C10,Service or Gas Station,-,1,5449 EAST FWY
1/28/15,17,Theft,7C10,High School,-,1,1349 BENSON ST
1/28/15,18,Theft,7C10,Apartment Parking Lot,-,1,3049 GREEN -
1/29/15,16,Robbery,7C10,"Field, Woods, Forest, Park",-,1,1649 DES CHAUMES ST
1/26/15,7,Theft,7C10,Government or Public Building,-,1,4049 MARKET ST
1/25/15,23,Auto Theft,7C10,Convenience Store Parking Lot,-,1,4349 NEW ORLEANS ST
1/27/15,20,Burglary,7C10,Residence or House,-,1,2249 HARLEM -
1/27/15,14,Auto Theft,7C10,Residence or House,-,1,2249 HARLEM -
1/27/15,11,Theft,7C10,Grocery Store or Supermarket,-,1,5449 EAST FWY
1/27/15,7,Burglary,7C10,Vacant School or College/University,-,1,2049 BENSON ST
1/27/15,8,Theft,7C10,Auto Repair,-,1,4749 LYONS -
12/23/14,9,Burglary,7C10,Apartment,-,1,1049 SYDNOR CT
12/12/14,12,Theft,7C10,Residence or House,-,1,4449 EDMUND ST
1/31/15,10,Theft,7C10,"Vacant Church, Synagogue, or Temple",-,1,1649 LOCKWOOD DR
11/28/14,21,Theft,7C10,,-,1,5449 EAST FWY
1/11/15,14,Theft,7C10,Apartment Parking Lot,-,1,1149 GROVE CT
1/9/15,8,Theft,7C10,Service or Gas Station,-,1,5449 EAST FWY
1/7/15,12,Rape,7C10,Residence or House,-,1,1149 SYDNOR CT
1/8/15,16,Burglary,7C10,Residence or House,-,1,2149 SAKOWITZ -
1/8/15,8,Theft,7C10,"Road, Street, or Sidewalk",-,1,1249 SCHWEIKHARDT -
1/8/15,12,Burglary,7C10,Residence or House,-,1,4449 SHARON -
1/8/15,12,Theft,7C10,"Road, Street, or Sidewalk",-,1,1249 CALLES -
1/5/15,10,Theft,7C10,Bus Station,-,1,1549 LOCKWOOD DR
1/5/15,10,Theft,7C10,Miscellaneous Business (Non-Specific),-,1,2149 LYONS -
1/6/15,14,Auto Theft,7C10,Other Parking Lot,-,1,1149 LOCKWOOD DR
1/6/15,13,Burglary,7C10,Residence or House,-,1,1549 FEATHERSTONE -
1/4/15,12,Theft,7C10,Residence or House,-,1,4549 ORANGE -
1/4/15,13,Auto Theft,7C10,"Road, Street, or Sidewalk",-,2,3249 NOBLE -
1/4/15,15,Burglary,7C10,Residence or House,-,1,1249 PANNELL -
1/4/15,9,Theft,7C10,Apartment,-,1,3349 LYONS -
1/5/15,0,Auto Theft,7C10,Residence or House,-,1,1449 BENSON ST
1/5/15,6,Auto Theft,7C10,Residence or House,-,1,2049 PANNELL -
1/2/15,10,Auto Theft,7C10,Apartment Parking Lot,-,1,3349 BUCK -
1/2/15,9,Theft,7C10,Residence or House,-,1,4649 COKE ST
1/2/15,16,Theft,7C10,Service or Gas Station,-,1,5449 EAST FWY
1/3/15,2,Theft,7C10,Apartment,-,1,3849 LYONS -
1/1/15,17,Theft,7C10,,-,1,2149 LYONS -
1/1/15,16,Theft,7C10,Warehouse,-,1,4649 CLINTON DR
1/20/15,16,Theft,7C10,Apartment Parking Lot,-,1,1049 GROVE CT
1/21/15,10,Theft,7C10,Driveway,-,1,5149 TREMPER -
1/20/15,1,Auto Theft,7C10,Apartment Parking Lot,-,1,5649 MARKET ST
1/19/15,22,Burglary,7C10,Residence or House,-,1,3149 FARMER ST
1/19/15,16,Theft,7C10,Residence or House,-,1,4749 VERNON -
1/21/15,15,Theft,7C10,"Road, Street, or Sidewalk",-,1,1149 CAPRON -
1/21/15,17,Theft,7C10,Construction Site,-,1,249 JENSEN DR
1/21/15,16,Auto Theft,7C10,Apartment Parking Lot,-,1,5649 MARKET ST
1/16/15,12,Auto Theft,7C10,"Church, Synagogue, or Temple Parking Lot",-,1,4449 LYONS -
1/16/15,14,Theft,7C10,Apartment Parking Lot,-,1,1149 GROVE CT
1/15/15,9,Auto Theft,7C10,"Road, Street, or Sidewalk",-,1,1249 GROVE -
1/16/15,7,Auto Theft,7C10,Residence or House,-,1,149 GREGG -
1/19/15,11,Burglary,7C10,Residence or House,-,1,1949 BRACKENRIDGE ST
1/19/15,11,Robbery,7C10,"Road, Street, or Sidewalk",-,1,1949 JENSEN DR
1/18/15,10,Robbery,7C10,"Road, Street, or Sidewalk",-,1,2949 QUITMAN -
1/18/15,1,Robbery,7C10,"Road, Street, or Sidewalk",-,1,5449 EAST FWY
1/17/15,12,Robbery,7C10,Convenience Store Parking Lot,-,1,5649 LYONS -
1/17/15,14,Auto Theft,7C10,Hotel or Motel Parking Lot,-,1,4249 LYONS -
1/17/15,16,Theft,7C10,Residence or House,-,1,1549 GREGG -
1/12/15,11,Auto Theft,7C10,Residence or House,-,1,5249 MARKET -
1/12/15,23,Robbery,7C10,Driveway,-,1,2149 SEMMES -
1/12/15,16,Theft,7C10,Miscellaneous Business (Non-Specific),-,1,1549 LOCKWOOD DR
1/14/15,19,Aggravated Assault,7C10,Residence or House,-,1,2849 GOULD PL
1/15/15,8,Theft,7C10,Warehouse,N,1,349 US 59 -
1/14/15,8,Burglary,7C10,Warehouse,-,1,1449 SAKOWITZ -
1/14/15,13,Theft,7C10,"Road, Street, or Sidewalk",-,1,3149 GILLESPIE ST
1/13/15,17,Theft,7C10,"Road, Street, or Sidewalk",-,1,2449 SAKOWITZ -
1/13/15,17,Robbery,7C10,"Electronics Store, Electrical Supplies",-,1,5749 LYONS -
1/31/15,14,Auto Theft,7C20,Grocery Store or Supermarket Parking Lot,-,1,5849 LOCKWOOD DR
1/31/15,15,Theft,7C20,Commercial Parking Lot or Garage,N,1,6849 LOOP -
1/31/15,14,Rape,7C20,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,2349 BRINGHURST ST
1/30/15,7,Aggravated Assault,7C20,Driveway,-,2,5549 SALINA -
1/30/15,7,Theft,7C20,Driveway,-,1,3449 BROYLES -
1/30/15,16,Aggravated Assault,7C20,Residence or House,-,1,3749 LILA -
1/31/15,7,Theft,7C20,Driveway,-,1,6249 KASHMERE -
1/30/15,21,Burglary,7C20,Residence or House,-,1,3249 ROLAND -
12/17/14,11,Theft,7C20,Bar or Night Club,-,1,3149 BAY ST
12/31/14,10,Auto Theft,7C20,Driveway,-,1,3549 LINN -
12/30/14,13,Theft,7C20,"Other, Unknown, or Not Listed",-,1,4449 HOMESTEAD RD
12/29/14,11,Robbery,7C20,"Road, Street, or Sidewalk",-,1,3049 GROVEY -
1/27/15,2,Aggravated Assault,7C20,Residence or House,-,1,3949 LOCKWOOD DR
1/26/15,17,Burglary,7C20,Residence or House,-,1,3449 SAYERS ST
1/26/15,20,Theft,7C20,Residence or House,-,1,3949 FALLS ST
1/27/15,11,Theft,7C20,Convenience Store,-,1,5549 LOCKWOOD DR
1/27/15,15,Burglary,7C20,Residence or House,-,1,3249 KIRK -
1/25/15,21,Auto Theft,7C20,"Hotel, Motel, Inn, Etc.",-,1,3149 VINTAGE -
1/26/15,8,Theft,7C20,Apartment Parking Lot,-,1,4349 CRANE ST
1/26/15,10,Burglary,7C20,Residence or House,-,1,3149 MEMEL -
1/26/15,10,Burglary,7C20,Residence or House,-,1,3749 LEE -
1/26/15,13,Robbery,7C20,,-,1,3549 JENSEN DR
1/26/15,11,Theft,7C20,Hospital,N,1,7249 LOOP -
1/29/15,18,Theft,7C20,Residence or House,-,1,5749 BRACKENRIDGE ST
1/29/15,23,Robbery,7C20,Residence or House,-,1,5549 RAND -
1/30/15,0,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,3449 LIBERTY RD
1/29/15,13,Robbery,7C20,Convenience Store Parking Lot,-,1,3749 LOCKWOOD DR
1/28/15,22,Aggravated Assault,7C20,Residence or House,-,1,4149 LUCILLE -
1/28/15,17,Burglary,7C20,Residence or House,-,1,3149 ROLAND -
1/28/15,1,Rape,7C20,Residence or House,N,1,6949 LOOP -
1/28/15,9,Theft,7C20,Hospital,-,1,5649 KELLEY -
1/22/15,22,Theft,7C20,Apartment Parking Lot,-,1,3849 LILA -
1/23/15,5,Theft,7C20,Driveway,-,1,2749 EASTEX FWY
1/23/15,10,Burglary,7C20,Residence or House,-,1,2549 ALTOONA ST
1/23/15,14,Burglary,7C20,Residence or House,-,1,5049 EVELLA ST
1/22/15,0,Theft,7C20,Driveway,-,1,2949 DES CHAUMES ST
1/21/15,21,Auto Theft,7C20,"Church, Synagogue, or Temple",-,1,5049 LIBERTY RD
1/22/15,8,Burglary,7C20,Miscellaneous Business (Non-Specific),-,1,5449 TROOST -
1/22/15,10,Theft,7C20,Residence or House,-,1,2249 HUTTON -
1/22/15,16,Burglary,7C20,Residence or House,-,1,4349 ENGLEFORD ST
1/22/15,18,Aggravated Assault,7C20,Convenience Store,-,1,4449 LIBERTY RD
1/22/15,18,Burglary,7C20,Residence or House,-,1,3249 BREWSTER ST
1/22/15,18,Burglary,7C20,Residence or House,-,1,4749 SAYERS ST
1/25/15,9,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,4049 REID -
1/25/15,8,Theft,7C20,Apartment Parking Lot,-,1,6649 HIRSCH -
1/25/15,10,Burglary,7C20,Warehouse,-,1,2549 COLLINGSWORTH -
1/25/15,3,Theft,7C20,Hospital,-,1,5649 KELLEY -
1/25/15,2,Theft,7C20,Bar or Night Club Parking Lot,-,1,3449 CAVALCADE -
1/24/15,21,Burglary,7C20,Apartment,-,1,3949 LOCKWOOD DR
1/25/15,15,Aggravated Assault,7C20,Residence or House,-,1,4149 ENGLEFORD ST
1/23/15,23,Burglary,7C20,Residence or House,-,1,4149 BERTHA ST
1/24/15,7,Theft,7C20,Convenience Store Parking Lot,-,1,4049 LOCKWOOD DR
1/24/15,14,Theft,7C20,Driveway,-,1,3449 COAL -
1/24/15,12,Robbery,7C20,Bus Stop,-,1,4849 CAVALCADE -
1/24/15,12,Theft,7C20,Laundry or Dry Cleaners Parking Lot,-,1,4549 DABNEY ST
1/24/15,18,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,6049 SAYERS ST
1/24/15,15,Burglary,7C20,Residence or House,-,1,4549 COLLINGSWORTH -
1/1/15,16,Burglary,7C20,"Multi-Plex Home (Duplex,Triplex Etc.)",-,1,2649 CRESTON DR
1/1/15,17,Aggravated Assault,7C20,Apartment,-,1,5549 COLLINGSWORTH -
1/1/15,15,Theft,7C20,Driveway,-,1,4649 CRANE ST
1/1/15,18,Theft,7C20,Apartment,-,1,5649 COLLINGSWORTH -
1/1/15,22,Burglary,7C20,Residence or House,-,1,3149 FLORIDA ST
1/2/15,21,Burglary,7C20,Residence or House,-,1,5349 SALINA -
1/2/15,16,Theft,7C20,Residence or House,-,1,3549 BRILL ST
1/2/15,17,Burglary,7C20,Residence or House,-,1,4649 OCTAVIA -
1/2/15,19,Robbery,7C20,Residence or House,-,1,6149 CAVALCADE -
1/2/15,14,Theft,7C20,"Factory, Manufacturing, or Industrial",-,1,4949 BLAFFER ST
1/2/15,15,Burglary,7C20,Residence or House,-,1,4749 LOS ANGELES ST
1/2/15,13,Theft,7C20,Driveway,-,1,4749 WAYNE -
1/2/15,12,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,3449 LOVE ST
1/4/15,9,Auto Theft,7C20,Commercial Parking Lot or Garage,-,1,3249 MARTHA -
1/4/15,10,Theft,7C20,Convenience Store,-,1,4149 CAVALCADE -
1/4/15,10,Theft,7C20,"Hotel, Motel, Inn, Etc.",-,1,4449 KELLEY -
1/3/15,21,Theft,7C20,Driveway,W,1,4649 HUNTING ST
1/3/15,8,Theft,7C20,Residence or House,-,1,4049 LAVENDER -
1/3/15,5,Aggravated Assault,7C20,Residence or House,-,2,2949 ALTOONA ST
1/3/15,11,Theft,7C20,"Road, Street, or Sidewalk",-,1,4549 KRESS -
1/6/15,11,Aggravated Assault,7C20,Residence or House,-,1,3849 RANCH ST
1/7/15,2,Burglary,7C20,Vehicle/Auto Sales/Lease/Auto Parts Store,N,1,6249 LOOP -
1/6/15,21,Robbery,7C20,Grocery Store or Supermarket Parking Lot,-,1,5949 LOCKWOOD DR
1/5/15,7,Theft,7C20,Hotel or Motel Parking Lot,-,1,5549 HOMESTEAD RD
1/5/15,12,Aggravated Assault,7C20,Residence or House,-,1,4549 HOFFMAN -
1/5/15,20,Theft,7C20,Commercial Parking Lot or Garage,N,1,6849 LOOP -
1/5/15,23,Aggravated Assault,7C20,Hotel or Motel Parking Lot,-,1,6149 WAYNE -
1/6/15,1,Theft,7C20,Residence or House,-,1,3849 WIPPRECHT -
1/5/15,19,Theft,7C20,Miscellaneous Business (Non-Specific),-,1,5849 KELLEY -
1/8/15,17,Burglary,7C20,Residence or House,-,1,4749 LOS ANGELES ST
1/8/15,21,Theft,7C20,Convenience Store,-,1,2549 KELLEY -
1/7/15,11,Burglary,7C20,Vacant Building (Commercial),-,1,3849 CRANE ST
1/7/15,10,Robbery,7C20,"Road, Street, or Sidewalk",-,1,3049 GROVEY -
1/7/15,13,Burglary,7C20,"Vacant Other Residential (Apartment,Dorms)",-,1,5649 HIRSCH -
1/8/15,1,Theft,7C20,Driveway,-,1,4449 WYLIE -
1/7/15,22,Theft,7C20,Residence or House,-,1,4949 EVELLA ST
1/7/15,22,Rape,7C20,"Road, Street, or Sidewalk",-,1,2449 BLEKER ST
1/7/15,18,Theft,7C20,Residence or House,-,1,6049 WIPPRECHT -
1/7/15,16,Burglary,7C20,Vacant Building (Commercial),-,1,2849 ERASTUS ST
1/9/15,14,Theft,7C20,Residence or House,-,1,5549 WAYNE -
1/10/15,14,Theft,7C20,Driveway,-,1,3149 CHICKERING ST
1/10/15,17,Auto Theft,7C20,Miscellaneous Business (Non-Specific),-,1,3549 JENSEN DR
1/10/15,9,Theft,7C20,Auto Repair,E,1,3749 LOCKWOOD DR
1/11/15,4,Theft,7C20,Residence or House,-,1,4649 KRESS -
1/10/15,17,Theft,7C20,Residence or House,-,1,3049 CRESTON DR
1/11/15,14,Auto Theft,7C20,Convenience Store,-,1,4249 KELLEY -
1/13/15,18,Robbery,7C20,Department or Discount Store,-,1,5749 LOCKWOOD DR
1/13/15,18,Robbery,7C20,Restaurant or Cafeteria,-,1,5749 LOCKWOOD DR
1/14/15,10,Theft,7C20,Residence or House,-,1,3049 KASHMERE -
1/14/15,10,Theft,7C20,Other Parking Lot,-,1,5449 LOCKWOOD DR
1/14/15,9,Theft,7C20,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,6049 WIPPRECHT -
1/15/15,11,Burglary,7C20,Residence or House,-,1,4749 CRANE ST
1/15/15,10,Theft,7C20,Driveway,W,1,5049 HUNTING ST
1/15/15,9,Theft,7C20,"Hotel, Motel, Inn, Etc.",-,1,2149 KIRK -
1/15/15,8,Auto Theft,7C20,"Road, Street, or Sidewalk",-,1,3049 GROVEY -
1/14/15,19,Burglary,7C20,Residence or House,-,1,3049 BREWSTER ST
1/14/15,19,Theft,7C20,"Church, Synagogue, or Temple",-,1,3049 WAYNE -
1/14/15,14,Auto Theft,7C20,Hospital Parking Lot,-,1,5649 KELLEY -
1/14/15,15,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,3849 RANCH ST
1/14/15,15,Theft,7C20,Residence or House,-,1,5049 LUCILLE -
1/12/15,17,Burglary,7C20,Residence or House,-,1,4649 SALINA -
1/12/15,22,Auto Theft,7C20,Restaurant or Cafeteria Parking Lot,-,1,5549 LOCKWOOD DR
1/12/15,9,Theft,7C20,,-,1,5749 GOLD -
1/12/15,12,Theft,7C20,"Parks and Recreation, Zoo, Swimming Pool",-,1,3249 RUSSELL -
1/12/15,15,Aggravated Assault,7C20,Residence or House,-,1,4349 CRANE ST
1/11/15,17,Burglary,7C20,Residence or House,-,1,3049 KIRK -
1/12/15,6,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,2449 EASTEX FWY
1/17/15,18,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,1,3149 JOSEPHINE -
1/17/15,12,Robbery,7C20,"Road, Street, or Sidewalk",-,1,6249 HIRSCH -
1/17/15,12,Auto Theft,7C20,Hospital Parking Lot,-,1,5649 KELLEY -
1/18/15,0,Theft,7C20,Bar or Night Club,-,1,3649 CRANE ST
1/17/15,20,Theft,7C20,Residence or House,-,1,5549 COLLINGSWORTH -
1/18/15,8,Burglary,7C20,Residence or House,-,1,4249 MAJESTIC -
1/19/15,10,Aggravated Assault,7C20,"Hotel, Motel, Inn, Etc.",-,1,2449 EASTEX FWY
1/19/15,10,Auto Theft,7C20,Miscellaneous Business (Non-Specific),-,1,7649 LIBERTY RD
1/19/15,6,Burglary,7C20,"Multi-Plex Home (Duplex,Triplex Etc.)",-,1,3649 BROYLES -
1/19/15,1,Theft,7C20,Residence or House,-,1,3849 LAVENDER -
1/19/15,0,Rape,7C20,Residence or House,-,1,4649 CRANE ST
1/16/15,7,Theft,7C20,Residence or House,-,1,3549 MELBOURNE -
1/15/15,12,Theft,7C20,Grocery Store or Supermarket,-,1,3149 COLLINGSWORTH -
1/16/15,15,Theft,7C20,Miscellaneous Business (Non-Specific),-,1,5549 LOCKWOOD DR
1/16/15,11,Burglary,7C20,Residence or House,-,1,2749 GREGG -
1/16/15,19,Theft,7C20,Driveway,-,1,2549 REID -
1/21/15,11,Burglary,7C20,Service or Gas Station,-,1,3849 LIBERTY RD
1/19/15,13,Burglary,7C20,Residence or House,-,1,3549 LE BADIE -
